type,mc_CRY-chi-0-all,mc_CRY-chi-1-all,mc_CRY-chi-2-all,mc_CRY-chi-3-all,mc_CRY-Z-0-all,mc_CRY-Z-1-all,mc_CRY-Z-2-all,mc_CRY-Z-3-all,mc_CRY-I-0-all,mc_CRY-I-1-all,mc_CRY-I-2-all,mc_CRY-I-3-all,mc_CRY-T-0-all,mc_CRY-T-1-all,mc_CRY-T-2-all,mc_CRY-T-3-all,mc_CRY-S-0-all,mc_CRY-S-1-all,mc_CRY-S-2-all,mc_CRY-S-3-all,D_mc_CRY-chi-0-all,D_mc_CRY-chi-1-all,D_mc_CRY-chi-2-all,D_mc_CRY-chi-3-all,D_mc_CRY-Z-0-all,D_mc_CRY-Z-1-all,D_mc_CRY-Z-2-all,D_mc_CRY-Z-3-all,D_mc_CRY-I-0-all,D_mc_CRY-I-1-all,D_mc_CRY-I-2-all,D_mc_CRY-I-3-all,D_mc_CRY-T-0-all,D_mc_CRY-T-1-all,D_mc_CRY-T-2-all,D_mc_CRY-T-3-all,D_mc_CRY-S-0-all,D_mc_CRY-S-1-all,D_mc_CRY-S-2-all,D_mc_CRY-S-3-all,f-lig-chi-0,f-lig-chi-1,f-lig-chi-2,f-lig-chi-3,f-lig-Z-0,f-lig-Z-1,f-lig-Z-2,f-lig-Z-3,f-lig-I-0,f-lig-I-1,f-lig-I-2,f-lig-I-3,f-lig-T-0,f-lig-T-1,f-lig-T-2,f-lig-T-3,f-lig-S-0,f-lig-S-1,f-lig-S-2,f-lig-S-3,lc-chi-0-all,lc-chi-1-all,lc-chi-2-all,lc-chi-3-all,lc-Z-0-all,lc-Z-1-all,lc-Z-2-all,lc-Z-3-all,lc-I-0-all,lc-I-1-all,lc-I-2-all,lc-I-3-all,lc-T-0-all,lc-T-1-all,lc-T-2-all,lc-T-3-all,lc-S-0-all,lc-S-1-all,lc-S-2-all,lc-S-3-all,lc-alpha-0-all,lc-alpha-1-all,lc-alpha-2-all,lc-alpha-3-all,D_lc-chi-0-all,D_lc-chi-1-all,D_lc-chi-2-all,D_lc-chi-3-all,D_lc-Z-0-all,D_lc-Z-1-all,D_lc-Z-2-all,D_lc-Z-3-all,D_lc-I-0-all,D_lc-I-1-all,D_lc-I-2-all,D_lc-I-3-all,D_lc-T-0-all,D_lc-T-1-all,D_lc-T-2-all,D_lc-T-3-all,D_lc-S-0-all,D_lc-S-1-all,D_lc-S-2-all,D_lc-S-3-all,D_lc-alpha-0-all,D_lc-alpha-1-all,D_lc-alpha-2-all,D_lc-alpha-3-all,func-chi-0-all,func-chi-1-all,func-chi-2-all,func-chi-3-all,func-Z-0-all,func-Z-1-all,func-Z-2-all,func-Z-3-all,func-I-0-all,func-I-1-all,func-I-2-all,func-I-3-all,func-T-0-all,func-T-1-all,func-T-2-all,func-T-3-all,func-S-0-all,func-S-1-all,func-S-2-all,func-S-3-all,func-alpha-0-all,func-alpha-1-all,func-alpha-2-all,func-alpha-3-all,D_func-chi-0-all,D_func-chi-1-all,D_func-chi-2-all,D_func-chi-3-all,D_func-Z-0-all,D_func-Z-1-all,D_func-Z-2-all,D_func-Z-3-all,D_func-I-0-all,D_func-I-1-all,D_func-I-2-all,D_func-I-3-all,D_func-T-0-all,D_func-T-1-all,D_func-T-2-all,D_func-T-3-all,D_func-S-0-all,D_func-S-1-all,D_func-S-2-all,D_func-S-3-all,D_func-alpha-0-all,D_func-alpha-1-all,D_func-alpha-2-all,D_func-alpha-3-all
RSM3200,3.61,19.665,25.156,30.4,841.0,696.0,899.0,1856.0,1,3.5,5.0,7.0,12.5,30.5,47.0,58.5,1.9044,3.6363,5.2854,7.3209,0,-3.7,-3.74,-2.7,0,77.5,114.0,139.0,0,0,0,0,0,4.0,5.0,8.5,0,2.195,3.07,4.355,77.05464,152.83508,212.51648,241.85608,328.8,658.4,788.0,767.2,11.6,22.8,32.0,37.6,54.8,129.2,168.0,164.0,5.15124,11.16532,14.34848,14.95288,8.40516,10.07866,9.91816,10.39712,45.3,54.7,39.1,44.6,1,1.3,1.3,1.3,1.9,4.3,5.1,4.8,0.5717,0.75079,0.59621,0.62167,81.265,112.261,76.733,74.952,0,0.334,0.843,0.759,0,0.7,3.9,3.3,0,0,0,0,0,-0.7,-0.4,-0.5,0,-0.014,0.172,0.134,0,-2.55,-1.7,-1.99,3.69664,6.79744,10.38464,11.9776,19.6,36.4,56.0,53.2,0.4,0.8,1.2,1.6,1.6,4.0,5.6,8.0,0.225,0.456,0.681,0.804,21.904,55.352,82.584,113.664,0,0.196,0.232,0.924,0,0.4,0.4,3.6,0,0,0,0,0,-0.4,-0.4,-0.8,0,-0.008,-0.008,0.128,0,-1.56,-2.28,-3.52
RSM1590,2.7225,20.724,31.0695,58.377,900.0,870.0,1320.0,3000.0,1,4.0,7.0,13.0,16.0,44.0,84.0,136.0,1.7161,3.9038,7.0085,12.5629,0,-5.96,-7.28,-13.93,0,91.0,166.0,290.0,0,0,0,0,0,5.0,7.0,18.0,0,2.26,3.82,7.44,77.22286667,150.6358,211.2276667,164.8786667,424.0,756.0,1062.666667,779.3333333,10.33333333,20.66666667,28.66666667,23.33333333,49.33333333,111.3333333,132.6666667,86.0,4.898733333,10.6222,14.05273333,10.16966667,10.1056,13.92204444,25.60844444,15.3672,54.0,75.11111111,124.4444444,77.33333333,1,1.666666667,2.888888889,2.0,3.0,8.111111111,11.11111111,5.222222222,0.552633333,0.9507,1.495,0.8689,45.87,118.63,154.3044444,103.4055556,0,0.732222222,0.887777778,1.516666667,0,1.555555556,3.777777778,4.666666667,0,0,0,0,0,-1.555555556,-1.111111111,-0.111111111,0,-0.031111111,0.146666667,0.312222222,0,-5.466666667,-2.444444444,-3.477777778,9.530355556,17.49666667,19.82515556,20.45653333,75.33333333,69.33333333,132.8888889,160.2222222,1.0,2.444444444,2.222222222,2.444444444,6.666666667,12.0,11.55555556,12.44444444,0.609022222,1.054444444,1.3424,1.465177778,84.56666667,162.1711111,189.9955556,193.5088889,0,1.651111111,0.211111111,0.417777778,0,11.33333333,4.888888889,6.222222222,0,0,0,0,0,2.0,0.444444444,0.666666667,0,0.54,0.102222222,0.186666667,0,1.733333333,2.266666667,2.511111111
RSM1379,3.61,31.92,29.07,63.574,841.0,1131.0,1044.0,2030.0,1,5.0,6.0,12.0,25.0,55.0,90.0,140.0,1.9044,5.0646,6.3756,11.4264,0,-7.3,-3.9,-10.66,0,106.0,138.0,278.0,0,0,0,0,0,14.0,12.0,32.0,0,3.23,3.66,8.28,207.4062,410.717,638.4066,776.194,930.0,1850.0,2688.0,2812.0,29.0,60.0,92.0,116.0,152.0,372.0,516.0,554.0,13.1853,30.2,43.8684,50.016,11.3152,10.1184,22.26048,18.2608,61.0,55.2,109.2,88.0,1,1.2,2.4,2.2,1.6,4.8,6.4,6.8,0.53882,0.68068,1.218,1.12586,33.424,81.36,117.152,125.868,0,0.908,1.244,1.858,0,2.0,4.4,5.8,0,0,0,0,0,-2.0,-1.6,-3.0,0,-0.04,0.112,0.084,0,-6.36,-5.2,-9.22,10.5376,15.482,26.4716,39.134,56.5,69.5,143.0,167.0,1.0,2.0,3.0,5.0,5.0,12.0,18.0,26.0,0.5477,0.9973,1.6948,2.4107,41.425,130.215,194.595,302.3,0,1.355,1.18,3.775,0,5.0,2.5,14.5,0,0,0,0,0,0.0,-1.0,-1.0,0,0.15,-0.05,0.46,0,-5.45,-8.85,-13.5
RSM3905,3.61,31.92,26.6475,57.437,841.0,1131.0,957.0,1928.5,1,5.0,5.5,10.5,25.0,52.5,80.0,130.0,1.9044,5.0646,5.8443,10.3707,0,-7.3,-3.575,-10.28,0,106.0,126.5,238.0,0,0,0,0,0,14.5,11.5,26.5,0,3.23,3.355,6.975,204.2578,374.9301429,662.0828571,768.9034,988.2857143,1779.428571,3036.571429,3285.714286,26.0,53.42857143,87.42857143,109.1428571,140.8571429,350.0,503.4285714,574.5714286,11.94874286,27.1634,42.28988571,49.94488571,10.72274286,9.442285714,18.328,17.82057143,57.57142857,51.42857143,91.0,67.85714286,1,1.142857143,2.0,2.285714286,1.428571429,4.0,5.714285714,5.428571429,0.545585714,0.6512,1.032857143,1.0024,39.52,82.00571429,103.4485714,113.6914286,0,0.788571429,0.958571429,1.927142857,0,1.714285714,3.285714286,8.428571429,0,0,0,0,0,-1.714285714,-2.0,-2.285714286,0,-0.034285714,0.077142857,0.331428571,0,-5.657142857,-4.271428571,-4.514285714,10.18722857,8.400428571,29.15595714,22.15724286,68.07142857,53.57142857,170.5,140.7142857,0.714285714,0.928571429,2.428571429,2.428571429,1.5,5.071428571,7.714285714,9.285714286,0.40255,0.54835,1.328421429,1.355871429,38.7872,73.38542857,128.2341143,175.482,0,0.926428571,1.013571429,2.702142857,0,3.357142857,4.857142857,10.42857143,0,0,0,0,0,-1.857142857,-1.571428571,-3.785714286,0,-0.002857143,0.070714286,0.095,0,-3.998571429,-2.727142857,-9.238571429
RSM0842,3.6481,37.8944,39.47333333,90.4576,784.0,1288.0,2202.666667,2632.0,1,6.0,8.666666667,16.66666667,36.0,88.0,172.0,224.0,1.4641,5.3482,8.921733333,13.25353333,0,-8.38,-4.113333333,-15.52666667,0,122.0,164.0,372.6666667,0,0,0,0,0,21.33333333,23.33333333,62.66666667,0,2.84,3.113333333,9.213333333,149.76565,294.5041,502.8915,593.9895,824.5,1816.0,2472.0,2661.0,21.5,44.0,71.0,88.0,115.0,285.0,398.0,400.0,9.58725,22.8006,33.6745,37.7366,10.35245714,12.71714286,29.89748571,29.62594286,55.42857143,94.85714286,139.9285714,148.0714286,1,1.642857143,3.571428571,3.5,2.928571429,9.0,13.14285714,11.14285714,0.549814286,0.9958,1.708157143,1.639414286,43.33,148.8685714,196.2214286,183.8585714,0,1.158571429,2.045,2.327142857,0,-0.714285714,7.785714286,7.285714286,0,0,0,0,0,-2.285714286,-1.642857143,-1.642857143,0,-0.117857143,0.348571429,0.365,0,-11.86428571,-6.25,-8.221428571,3.833425,11.841025,15.5729,18.2531,70.375,144.25,152.75,190.625,0.5,1.625,2.125,2.625,5.625,12.5,16.875,16.125,0.417825,1.13145,1.28435,1.608725,166.60625,220.90125,332.97125,312.875,0,-0.5325,0.25,-0.6225,0,7.875,9.25,15.75,0,0,0,0,0,1.875,1.875,4.25,0,0.31625,0.42125,0.76875,0,14.375,10.6375,27.5625
RSM0559,1.44,31.956,16.74,42.06,3969.0,3906.0,5859.0,5166.0,1,8.0,6.0,12.0,64.0,160.0,184.0,256.0,2.8224,9.8784,9.2904,15.1872,0,-17.03,-6.75,-20.65,0,442.0,285.0,674.0,0,0,0,0,0,44.0,25.0,64.0,0,7.56,4.55,11.12,172.8876,342.567,531.5564,619.8602,792.0,1584.0,2300.0,2366.0,24.0,50.0,76.0,92.0,126.0,306.0,420.0,442.0,11.1928,25.5794,36.9676,40.8988,11.24125556,10.46916667,19.76108889,18.28633333,60.88888889,57.33333333,107.5555556,94.66666667,1,1.222222222,2.0,2.222222222,1.888888889,4.333333333,5.555555556,8.0,0.539566667,0.690433333,1.105088889,1.194355556,39.15666667,80.73222222,106.58,146.1466667,0,0.593333333,0.791111111,1.66,0,1.333333333,1.777777778,4.666666667,0,0,0,0,0,-1.333333333,-1.777777778,-3.111111111,0,-0.026666667,-0.035555556,0.017777778,0,-4.0,-5.333333333,-9.155555556,9.2416,15.504,29.944,38.1216,49.0,84.0,133.0,147.0,1.0,2.0,4.0,5.0,4.0,12.0,20.0,20.0,0.5625,1.155,2.01,2.2725,54.76,167.24,284.16,288.6,0,0.98,2.31,2.66,0,2.0,9.0,14.0,0,0,0,0,0,-2.0,-2.0,0.0,0,-0.04,0.32,0.72,0,-7.8,-8.8,-2.0
RSM4016,3.61,23.104,38.76,72.2,841.0,812.0,1392.0,1624.0,1,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.9044,4.14,8.5008,12.5856,0,-4.56,-5.2,-7.6,0,88.0,184.0,408.0,0,0,0,0,0,4.0,8.0,32.0,0,2.52,4.88,12.96,135.2332,294.831,432.23,471.817,538.0,1224.0,1544.0,1360.0,22.0,46.0,68.0,78.0,114.0,272.0,352.0,322.0,9.335,22.2222,30.2788,30.1574,9.2416,15.504,28.88,21.128,49.0,84.0,98.0,56.0,1,2.0,4.0,3.0,4.0,12.0,16.0,10.0,0.5625,1.155,1.71,1.1325,54.76,167.24,233.84,150.22,0,0.98,2.66,2.17,0,2.0,14.0,13.0,0,0,0,0,0,-2.0,0.0,1.0,0,-0.04,0.72,0.74,0,-7.8,-2.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM0129,2.7225,22.704,14.454,62.238,900.0,960.0,1800.0,2640.0,1,4.0,4.0,12.0,16.0,32.0,64.0,112.0,1.7161,3.8252,5.5544,11.6852,0,-7.16,-2.16,-17.92,0,88.0,60.0,272.0,0,0,0,0,0,8.0,0.0,20.0,0,2.32,1.0,6.8,172.316,308.8432,526.7412,616.8174,1184.0,2512.0,3012.0,3228.0,22.0,44.0,68.0,86.0,112.0,272.0,372.0,418.0,10.8892,25.214,36.2688,41.6774,11.8336,7.5336,32.4392,25.112,64.0,120.0,176.0,104.0,1,1.0,3.0,3.0,1.0,4.0,6.0,7.0,0.5329,0.7738,1.6279,1.3943,28.09,132.5,116.07,143.63,0,1.25,0.89,3.02,0,-7.0,2.0,11.0,0,0,0,0,0,-3.0,-3.0,-4.0,0,-0.33,-0.04,0.28,0,-19.7,-6.0,-11.2,9.487766667,19.87563333,21.99006667,24.57006667,117.6666667,211.3333333,155.6666667,211.6666667,1.0,2.666666667,2.666666667,3.333333333,8.0,15.33333333,16.66666667,23.33333333,0.7298,1.671233333,1.592233333,2.030233333,227.06,306.6966667,304.45,401.97,0,0.17,0.646666667,1.356666667,0,13.0,12.66666667,15.66666667,0,0,0,0,0,2.666666667,1.333333333,0.666666667,0,0.543333333,0.383333333,0.49,0,16.23333333,9.966666667,8.233333333
RSM3818,0.6724,13.16373333,15.02513333,46.0184,361.0,709.3333333,2115.333333,2394.0,1,4.666666667,9.666666667,20.33333333,22.0,80.0,176.0,276.6666667,3.8416,6.677066667,23.86626667,28.50493333,0,-12.22666667,-10.39666667,-39.44666667,0,51.33333333,72.33333333,260.3333333,0,0,0,0,0,5.0,7.666666667,35.33333333,0,5.74,6.77,25.31,103.04354,212.95592,359.904,419.38536,336.2,725.6,948.0,901.2,17.0,33.8,58.8,70.2,92.6,227.0,296.4,289.2,5.8913,14.37314,21.02604,22.4451,11.8336,11.70976,24.8712,32.96208,64.0,64.0,96.0,120.0,1,1.3,3.0,3.9,1.9,6.7,10.8,10.2,0.5329,0.72781,1.3359,1.65783,28.09,74.677,136.422,159.159,0,1.068,3.09,3.834,0,2.4,12.0,16.2,0,0,0,0,0,-2.4,-2.4,-3.0,0,-0.048,0.36,0.576,0,-7.2,-9.84,-9.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM2073,2.4025,28.272,47.43,92.907,625.0,1050.0,1800.0,2250.0,1,6.0,12.0,24.0,36.0,108.0,216.0,288.0,1.9321,6.255,12.8436,18.8484,0,-8.94,-12.0,-22.74,0,108.0,228.0,510.0,0,0,0,0,0,18.0,36.0,96.0,0,3.84,7.44,19.8,163.3964,371.28,584.7164,632.217,638.0,1536.0,2132.0,1800.0,26.0,56.0,88.0,102.0,144.0,360.0,520.0,502.0,10.7338,26.7344,39.3688,39.2766,9.2416,15.504,30.3696,14.44,49.0,84.0,105.0,49.0,1,2.0,4.0,2.0,4.0,12.0,16.0,8.0,0.5625,1.155,1.695,0.855,54.76,167.24,204.98,116.92,0,0.98,2.17,1.33,0,2.0,13.0,7.0,0,0,0,0,0,-2.0,0.0,0.0,0,-0.04,0.74,0.36,0,-7.8,1.9,-1.0,9.2416,23.256,45.8736,35.568,49.0,126.0,189.0,105.0,1.0,3.0,6.0,5.0,9.0,27.0,39.0,27.0,0.5625,1.7325,2.85,1.9875,54.76,250.86,372.22,267.14,0,1.47,3.15,3.5,0,3.0,15.0,20.0,0,0,0,0,0,0.0,5.0,6.0,0,-0.06,0.7,1.1,0,-11.7,-5.9,0.9
RSM1389,2.8561,28.392,21.5475,42.2669,2304.0,1872.0,1440.0,2400.0,1,5.0,5.0,9.0,25.0,55.0,75.0,100.0,2.1904,5.4316,5.698,8.8948,0,-8.35,-4.3,-9.8,0,201.0,210.0,382.0,0,0,0,0,0,14.0,10.0,25.0,0,3.73,3.55,7.31,136.9405333,270.5351333,433.3372,479.133,1379.333333,1409.333333,2120.0,2232.0,19.33333333,39.33333333,62.66666667,74.0,102.0,249.3333333,334.6666667,317.3333333,8.977066667,19.69713333,28.76013333,30.22473333,10.9696,11.016,24.3568,14.28,59.0,60.0,112.0,78.0,1,1.333333333,2.666666667,1.666666667,2.0,6.0,7.333333333,6.666666667,0.542766667,0.759733333,1.29,0.941966667,36.98,95.67333333,117.36,107.7266667,0,0.92,1.153333333,1.35,0,2.0,5.333333333,3.0,0,0,0,0,0,-2.0,-1.0,-3.333333333,0,-0.04,0.226666667,-0.06,0,-6.6,-2.066666667,-9.3,8.9216,11.98853333,22.7712,28.70933333,833.0,177.3333333,329.0,464.3333333,1.0,1.5,3.0,4.0,2.833333333,8.5,13.33333333,12.5,1.0539,1.06145,1.9279,2.5068,312.2533333,218.2633333,412.6,598.7733333,0,0.518333333,1.433333333,2.33,0,19.83333333,43.33333333,87.0,0,0,0,0,0,-1.666666667,-2.0,-3.0,0,0.236666667,0.733333333,1.626666667,0,4.516666667,12.26666667,32.0
RSM2182,3.5344,22.8608,38.352,71.44,729.0,756.0,1296.0,1512.0,1,4.0,8.0,16.0,16.0,48.0,96.0,128.0,1.5876,3.78,7.7616,11.4912,0,-4.64,-5.36,-7.92,0,80.0,168.0,376.0,0,0,0,0,0,4.0,8.0,32.0,0,2.04,3.92,11.04,122.2282,268.821,406.22,459.498,466.0,1080.0,1400.0,1308.0,20.0,42.0,64.0,76.0,106.0,258.0,352.0,352.0,8.1492,19.8506,27.9072,28.9396,9.2416,15.504,28.88,22.192,49.0,84.0,98.0,91.0,1,2.0,4.0,3.0,4.0,12.0,16.0,14.0,0.5625,1.155,1.71,1.4325,54.76,167.24,233.84,200.54,0,0.98,2.66,1.82,0,2.0,14.0,8.0,0,0,0,0,0,-2.0,0.0,-1.0,0,-0.04,0.72,0.34,0,-7.8,-2.0,-4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM2376,3.61,24.624,37.487,65.607,841.0,870.0,2639.0,2088.0,1,4.0,8.0,12.0,16.0,48.0,96.0,116.0,1.9044,4.0848,9.5772,11.3712,0,-5.36,-4.53,-11.73,0,86.0,141.0,276.0,0,0,0,0,0,4.0,8.0,19.0,0,2.56,4.1,8.32,96.762,188.9762,293.6246,275.9044,423.0,830.0,1094.0,724.0,13.0,26.0,40.0,40.0,66.0,156.0,196.0,148.0,5.6725,12.6134,17.33,14.7008,10.1056,14.25306667,22.65626667,18.15786667,54.0,76.66666667,102.6666667,56.66666667,1,1.666666667,2.666666667,2.333333333,3.0,7.666666667,11.0,8.333333333,0.552633333,0.947366667,1.31,0.932566667,45.87,112.2166667,143.78,106.92,0,0.623333333,1.183333333,1.846666667,0,1.333333333,5.333333333,9.666666667,0,0,0,0,0,-1.333333333,-1.666666667,-1.333333333,0,-0.026666667,0.226666667,0.473333333,0,-4.6,-2.666666667,-0.833333333,10.5376,16.014,36.7964,23.2544,56.5,87.0,140.0,92.0,1.0,2.0,4.5,2.5,5.0,16.5,19.0,5.5,0.5477,1.1473,1.95375,1.09135,41.425,155.375,207.16,82.68,0,1.18,2.37,1.04,0,2.5,13.5,6.5,0,0,0,0,0,-1.5,3.5,1.0,0,-0.05,0.73,0.37,0,-8.85,0.85,1.85
RSM1207,3.5344,37.2992,28.764,45.308,729.0,1242.0,972.0,1080.0,1,6.0,6.0,10.0,36.0,84.0,108.0,132.0,1.5876,5.5692,5.8212,7.686,0,-8.56,-4.02,-5.3,0,116.0,126.0,230.0,0,0,0,0,0,22.0,18.0,38.0,0,3.14,2.94,6.5,172.3438,360.366,552.5652,660.632,691.0,1488.0,2028.0,1970.0,27.0,56.0,86.0,108.0,142.0,348.0,478.0,498.0,11.2979,26.8576,38.335,41.9184,10.9696,11.016,23.36373333,18.73866667,59.0,60.0,107.3333333,82.66666667,1,1.333333333,2.666666667,2.333333333,2.0,6.0,8.0,7.333333333,0.542766667,0.759733333,1.3,1.126966667,36.98,95.67333333,136.6,129.9266667,0,0.92,1.48,1.91,0,2.0,6.0,7.0,0,0,0,0,0,-2.0,-1.333333333,-2.333333333,0,-0.04,0.213333333,0.193333333,0,-6.6,-4.666666667,-7.366666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM0505,3.61,23.864,35.777,59.337,841.0,841.0,1276.0,2813.0,1,4.0,7.0,11.0,16.0,44.0,84.0,128.0,1.9044,4.1124,7.383,12.3096,0,-4.96,-5.53,-10.33,0,87.0,159.0,222.0,0,0,0,0,0,5.0,7.0,12.0,0,2.54,4.31,6.26,89.8211,170.8482,239.829,199.661,434.0,810.0,1146.0,842.0,11.0,22.0,30.0,24.0,52.0,116.0,134.0,92.0,5.3683,11.4442,15.0334,11.2208,9.8896,14.5658,26.7658,26.6228,52.75,78.5,143.5,113.75,1,1.75,3.0,3.0,3.25,8.75,14.0,8.0,0.5551,0.999275,1.695,1.38375,48.0925,125.9725,187.755,126.725,0,0.7125,0.7125,0.7625,0,1.5,1.5,5.75,0,0,0,0,0,-1.5,-2.0,1.0,0,-0.03,-0.03,0.385,0,-5.4,-5.4,2.975,10.5376,14.95,19.5444,18.9544,56.5,52.0,105.0,101.5,1.0,2.0,2.0,2.0,5.0,9.0,8.0,9.5,0.5477,0.8473,1.11,1.1175,41.425,105.055,98.75,108.41,0,1.53,0.445,0.645,0,7.5,1.0,1.5,0,0,0,0,0,1.0,0.0,-0.5,0,0.35,-0.02,-0.03,0,-2.05,-3.0,-4.05
RSM1295,3.61,22.61,21.73125,47.174625,841.0,3451.0,2914.5,1794.375,1,4.0,5.25,9.75,16.0,55.0,84.0,100.5,1.9044,5.88915,8.10405,8.4042,0,-4.3,-1.4625,-6.30375,0,-3.0,51.75,220.875,0,0,0,0,0,2.25,0.0,13.875,0,1.2525,1.3725,7.365,186.8107,408.459,727.569,938.8272,514.0,1248.0,1686.0,1836.0,33.0,66.0,120.0,160.0,186.0,472.0,678.0,808.0,10.3849,26.6266,40.7056,50.0772,9.2416,23.256,63.916,60.9976,49.0,126.0,185.5,154.0,1,3.0,9.0,8.5,9.0,36.0,55.5,42.0,0.5625,1.7325,3.5475,3.09375,54.76,250.86,475.82,379.99,0,1.47,6.335,5.775,0,3.0,36.5,37.5,0,0,0,0,0,-3.0,8.5,11.5,0,-0.06,2.02,2.25,0,-11.7,2.3,11.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM1573,3.6481,30.56,38.964,63.3738,784.0,1036.0,1344.0,1596.0,1,5.0,8.0,13.0,25.0,65.0,115.0,135.0,1.4641,4.4891,7.4536,9.5953,0,-6.45,-5.12,-8.35,0,103.0,176.0,307.0,0,0,0,0,0,12.0,17.0,38.0,0,2.34,3.52,7.8,104.336,216.801,321.7446,351.7162,431.0,918.0,1197.0,1081.0,16.0,33.0,49.0,56.0,82.0,196.0,259.0,258.0,6.8728,16.0237,22.0251,22.0878,9.8896,13.821,25.1394,21.7628,52.75,75.0,99.75,74.0,1,1.75,3.25,2.75,3.25,9.25,12.5,8.0,0.5551,1.006775,1.486875,1.115825,48.0925,140.4025,189.05,126.71,0,0.9575,2.0075,1.6275,0,2.0,9.5,9.75,0,0,0,0,0,-1.75,-0.75,0.75,0,-0.04,0.435,0.555,0,-7.35,-3.725,1.425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
RSM0602,1.4884,25.1808,18.666,43.8468,1521.0,1872.0,1404.0,3276.0,1,6.0,6.0,12.0,36.0,72.0,108.0,180.0,2.6569,7.1394,7.5306,14.67,0,-13.32,-7.98,-21.3,0,186.0,198.0,384.0,0,0,0,0,0,24.0,18.0,42.0,0,5.4,5.16,10.56,144.0441,255.969,399.6456,462.213,711.0,1260.0,1896.0,1944.0,18.0,36.0,54.0,66.0,90.0,216.0,294.0,306.0,8.9442,19.1268,27.591,31.0002,11.8336,8.772,20.6056,17.544,64.0,48.0,112.0,96.0,1,1.0,2.0,2.0,1.0,3.0,4.0,6.0,0.5329,0.5621,1.095,1.1242,28.09,59.89,87.98,119.78,0,0.89,0.89,1.78,0,2.0,2.0,4.0,0,0,0,0,0,-2.0,-2.0,-4.0,0,-0.04,-0.04,-0.08,0,-6.0,-6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
