type,CellV [A^3],Di,Df,Dif,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric
RSM3678,5425.19,5.81104,3.45148,5.78979,1.22228,757.057,619.3809929,0.26888,0.219983
RSM2167,4240.15,3.87551,3.35146,3.87331,1.60434,8.88551,5.538420784,0.00648,0.00403905
RSM4571,12188.1,5.59699,4.85089,5.57508,1.22385,597.221,487.9854557,0.17956,0.146717
RSM0616,1502.14,6.80849,6.42208,6.80849,1.6895,1379.85,816.7209234,0.47016,0.278284
RSM0140,1405.53,9.31006,7.53558,9.30278,0.580679,2524.46,4347.427753,0.71828,1.23697
RSM3079,4022.35,6.20608,3.81259,6.16409,1.48643,867.624,583.6965077,0.31032,0.208769
RSM3068,8112.32,6.25491,3.91181,5.95607,1.39707,920.504,658.8818026,0.31324,0.224211
RSM3916,6099.96,7.52328,6.25675,7.49475,1.00896,1125.09,1115.098716,0.37706,0.37371
RSM1031,1635.78,5.70954,5.40047,5.70954,0.993165,1396.49,1406.100698,0.46714,0.470355
RSM0868,1650.92,4.35216,2.72561,4.31622,1.75285,311.204,177.5417178,0.2232,0.127336
RSM3537,6278.19,6.51956,6.14293,6.51763,1.25239,1410.13,1125.951181,0.43878,0.350354
RSM3988,11245.6,12.58218,11.50288,12.56968,0.603307,1918.59,3180.122226,0.69822,1.15732
RSM2199,1945.15,4.30951,2.65055,3.86026,2.0289,90.4569,44.58420819,0.10804,0.0532507
RSM0105,551.284,3.93702,2.88696,3.93702,2.34564,29.4923,12.57324227,0.06688,0.0285125
RSM0717,1245.4,5.84732,2.9425,5.84732,1.86705,461.805,247.3447417,0.25256,0.135272
RSM0726,1236.7,5.75047,2.93376,5.6386,1.90857,440.395,230.7460559,0.24622,0.129007
RSM4446,9337.56,7.68734,5.08903,7.68734,1.09108,1461.97,1339.929244,0.41696,0.382154
RSM1811,2446.14,5.77585,4.33422,5.56399,1.19211,1665.7,1397.270386,0.48558,0.40733
RSM4464,14502.3,12.26016,8.11803,12.26013,0.845073,1403.78,1661.1346,0.48554,0.574554
RSM4308,29220.1,21.82341,9.06966,13.94061,0.408796,1874.28,4584.878521,0.81316,1.98916
RSM4082,16595.0,13.36085,7.20564,12.38159,0.61631,2155.56,3497.525596,0.74726,1.21247
RSM0083,1680.92,4.41097,3.81053,4.41097,1.23944,902.329,728.0134577,0.35364,0.285322
RSM2253,5724.56,4.81709,3.08862,4.81396,1.24405,581.249,467.2231823,0.25872,0.207965
RSM1867,2654.66,5.22596,3.22734,5.21195,0.972071,876.405,901.585378,0.3443,0.354192
RSM2660,3564.94,5.99775,4.9327,5.97758,1.0207,1238.69,1213.569119,0.41334,0.404959
RSM1315,2086.9,6.05079,4.58023,5.97678,0.91647,1698.18,1852.957544,0.45914,0.500987
RSM1407,2535.46,9.88279,8.82764,9.86175,0.758162,1430.73,1887.103284,0.51978,0.685579
RSM4500,12002.1,6.3068,5.74769,6.3068,1.44498,471.3181,326.1762101,0.14048,0.0972194
RSM1363,1824.82,4.75314,2.85433,4.75267,1.28353,628.556,489.7088498,0.259,0.201788
RSM4586,23506.4,15.91854,2.85919,15.91854,1.00757,1112.24,1103.883601,0.39684,0.393858
RSM4599,23704.8,15.29838,2.91097,15.29838,1.00756,1038.92,1031.124697,0.37548,0.372662
RSM3908,4017.76,4.98547,3.21821,4.97786,1.3146,270.958,206.1144074,0.12884,0.0980072
RSM4173,12148.7,7.7548,2.75421,7.7548,1.00618,644.067,640.1111133,0.20218,0.200937
RSM3305,3264.37,6.68967,5.56749,6.68967,1.09709,1115.21,1016.516421,0.33952,0.309474
RSM2636,2198.39,5.99502,4.85131,5.99502,1.96036,536.183,273.5125181,0.18186,0.0927685
RSM4601,42882.0,19.71714,10.83562,18.00148,0.59986,1572.59,2621.595039,0.69196,1.15354
RSM1455,1659.09,4.29213,2.89437,4.27689,1.96346,107.228,54.6117568,0.0872,0.0444113
RSM0288,1098.1,5.77879,3.6694,5.74168,1.1744,1110.8,945.8446866,0.38596,0.328643
RSM1141,1576.92,4.71676,4.28533,4.60921,1.30405,584.937,448.5541199,0.30032,0.230297
RSM0822,2229.33,6.49396,4.19114,6.49396,1.29248,1561.53,1208.165697,0.5157,0.399
RSM2468,2607.12,4.54144,3.13863,4.54144,1.25983,256.216,203.373471,0.1295,0.102792
RSM0026,789.923,4.56554,4.01347,4.56554,1.5219,795.669,522.8129312,0.30416,0.199856
RSM3831,5528.53,5.27678,3.99297,4.86471,1.01321,733.231,723.6713021,0.28376,0.280061
RSM2175,3069.58,5.44142,4.51467,5.32983,1.81828,849.302,467.0908771,0.30032,0.165167
RSM2343,6369.36,4.50158,3.25724,4.48514,1.45246,445.697,306.8566432,0.23854,0.164231
RSM1890,3619.7,7.0547,5.80911,7.0547,0.682418,2509.76,3677.745898,0.65562,0.960731
RSM1883,3024.67,5.99991,4.88169,5.99991,1.10463,1563.65,1415.541856,0.47558,0.430533
RSM1637,1831.05,5.16583,4.20229,5.10629,1.16624,683.48,586.0543284,0.25044,0.214742
RSM1020,6266.02,4.01973,3.00401,3.79822,1.23442,23.3176,18.88951896,0.04476,0.0362598
RSM3521,18327.8,4.09763,2.99488,3.84584,1.2661,11.6526,9.203538425,0.00318,0.00251166
RSM3369,3490.01,5.34617,4.27166,5.33175,2.14248,330.2681,154.1522441,0.15306,0.0714405
RSM1194,1328.51,4.20949,2.7626,3.99865,1.34841,56.865,42.17189134,0.07314,0.0542416
RSM1089,2078.04,6.19215,5.21845,6.19129,0.959339,1596.54,1664.208377,0.5071,0.528593
RSM2017,2975.75,7.70901,5.72948,7.70901,1.0049,1541.61,1534.092945,0.47524,0.472925
RSM2504,3214.25,7.11646,6.19226,7.11412,1.03097,1337.49,1297.31224,0.43444,0.421388
RSM0646,1944.29,6.56785,5.33808,6.55603,1.09158,1994.5,1827.167958,0.57492,0.526684
RSM0632,1095.03,3.84269,3.06229,3.84269,2.32973,4.62958,1.987174479,0.0,0.0
RSM2942,6498.35,5.82096,2.89057,5.82096,1.07961,523.011,484.4443827,0.25058,0.232103
RSM2923,27405.9,12.4058,6.44619,12.10045,0.643237,2212.27,3439.276659,0.69214,1.07603
RSM0786,1139.68,4.55803,2.95053,4.54939,1.47185,248.937,169.1320447,0.15186,0.103176
RSM1403,3112.06,7.04459,5.28876,6.99806,2.24046,1616.31,721.4188158,0.46608,0.208029
RSM1688,1780.64,3.8316,3.43471,3.8316,1.99445,3.12045,1.564566673,0.0,0.0
RSM1178,3189.79,10.84435,6.73283,10.55041,0.748614,2202.38,2941.943378,0.70882,0.946843
RSM0832,2499.46,5.59367,4.45075,5.58718,1.92976,2527.82,1309.914186,0.58658,0.303965
RSM3473,3425.58,4.73204,4.05435,4.73204,1.35155,405.802,300.2493433,0.16748,0.123917
RSM3614,5757.25,10.06674,5.89372,10.06674,0.775285,1541.72,1988.584843,0.49694,0.640977
RSM0998,1229.11,3.88706,2.64725,3.88706,2.02904,9.47337,4.668892678,0.02278,0.011227
RSM3372,5366.24,6.21836,5.45282,6.15162,1.19004,1245.1,1046.267352,0.40516,0.340458
RSM0124,643.636,3.85408,2.93694,3.8532,2.00226,37.0762,18.51717559,0.06444,0.0321837
RSM4056,10423.1,4.41914,3.78485,4.35315,1.40491,259.517,184.7214412,0.11888,0.0846175
RSM3061,2716.28,3.87036,2.48387,3.87036,1.44252,1.58931,1.101759421,0.01006,0.00697393
RSM2561,3705.85,7.9749,7.17885,7.94814,1.43251,1330.24,928.6078282,0.42502,0.296696
RSM2702,4234.68,5.00847,4.17233,5.00847,1.12183,1016.40913,906.0277671,0.3478,0.31002893
RSM0498,1185.29,5.72133,5.32598,5.72133,0.997473,1157.03,1159.961222,0.38714,0.388121
RSM3234,5261.63,9.87335,7.01537,9.87051,1.00037,1506.54,1505.982786,0.5202,0.520009
RSM3324,3295.87,4.47157,3.38291,4.46552,1.26057,262.439,208.1907391,0.13898,0.110252
RSM3284,3354.69,5.20828,4.58005,5.18499,1.11938,872.024,779.0241026,0.30006,0.268058
RSM1352,2544.23,7.33692,7.13556,7.33692,0.746109,1756.01,2353.55692,0.54522,0.730751
RSM3747,6831.64,12.29446,11.95813,12.29446,0.744524,1489.96,2001.224944,0.55374,0.74375
RSM3247,3940.33,9.12886,8.44595,9.12886,1.00188,1018.79,1016.878269,0.36306,0.36238
RSM2509,4723.44,4.76569,4.12526,4.76569,1.26221,495.54,392.5971114,0.2056,0.162889
RSM1153,2123.26,7.68803,7.36383,7.68803,0.950247,1727.92,1818.390376,0.5124,0.539228
RSM2141,4142.43,12.42053,9.37645,12.42053,0.730593,2063.91,2824.979161,0.6262,0.857112
RSM3796,18728.2,7.7972,3.97712,7.7972,1.1623,1018.1533,875.9815022,0.28758,0.24742229
RSM2886,2969.34,5.96918,4.1656,5.96918,1.0315,1071.44,1038.72031,0.36178,0.350733
RSM0567,2546.59,6.89695,5.88693,6.88053,1.44086,1204.72,836.1117666,0.4038,0.280249
RSM3991,5290.21,6.00569,3.96893,5.96297,1.13245,655.177,578.5482803,0.24534,0.2166459
RSM3167,2882.12,5.12215,3.79398,5.11629,1.52223,310.272,203.8272797,0.1557,0.102284
RSM0879,1755.66,4.89496,3.08305,4.877,2.10953,398.527,188.9174366,0.2385,0.113058
RSM1693,2165.86,5.40379,4.11586,5.39113,1.20876,1311.87,1085.302293,0.42712,0.353353
RSM3054,8609.07,5.93329,4.12111,5.93326,1.25624,216.68,172.482965,0.07866,0.0626154
RSM3950,13226.1,13.44844,12.65122,13.43461,0.869875,2038.96,2343.968961,0.68942,0.792551
RSM3777,13162.1,14.169,13.35173,14.06749,0.845802,2080.63,2459.949255,0.71332,0.843365
RSM1609,1890.44,6.98761,3.18126,6.98761,1.58684,671.226,422.9953871,0.23596,0.148698
RSM0974,1477.12,4.1653,3.49014,4.1653,1.2541,198.02,157.8980943,0.22086,0.176111
RSM2500,3189.5,4.5152,3.0591,4.12395,1.78678,361.336,202.2274706,0.23056,0.129036
RSM2990,7125.0,6.10574,5.26029,6.08367,1.19181,1025.18,860.187446,0.30138,0.252877
RSM1424,3354.18,7.16636,5.68293,7.16636,0.873364,2239.48,2564.200036,0.6424,0.735547
RSM0820,1446.97,4.60111,3.76823,4.60111,1.18753,841.398,708.5277846,0.35716,0.300758
RSM2228,2752.1,8.10583,6.88134,8.10583,1.58436,875.303,552.4647176,0.29244,0.184579
RSM2951,5867.73,5.66812,5.1578,5.66812,1.35058,1043.5,772.6310178,0.32574,0.241185
RSM1473,1660.1,4.57844,2.9184,4.57316,1.44096,204.606,141.9928381,0.17164,0.119115
RSM3205,2851.19,4.81469,3.76296,4.81469,1.36731,181.417,132.6816889,0.1099,0.0803766
RSM1546,2567.83,8.4023,7.67137,8.36811,1.09338,1337.2,1222.996579,0.4343,0.397207
RSM2753,6669.62,15.66484,9.57746,15.5128,0.72296,1644.807,2275.100974,0.67136,0.928627
RSM0944,1681.73,6.23732,6.06717,6.23732,1.12213,1232.09,1097.992211,0.4216,0.375713
RSM3578,3833.1,4.40845,2.88021,4.35445,1.43562,125.253,87.24662515,0.08076,0.0562545
RSM4381,18197.3,9.59326,6.44061,9.30682,0.587991,2443.86,4156.288106,0.67456,1.14723
RSM3362,3840.17,6.17658,3.63409,6.12044,1.11816,593.895,531.1359734,0.2773,0.247998
RSM1971,2405.89,4.52715,3.99796,4.52715,1.63451,519.474,317.8163486,0.26026,0.159228
RSM1809,11494.8,10.41333,8.31604,10.41316,0.437831,2302.56,5259.015465,0.79496,1.81568
RSM3494,3727.66,4.53887,4.18445,4.52808,1.74664,392.446,224.6862548,0.15178,0.0868981
RSM1982,2146.62,6.32737,4.10631,6.20812,1.16822,763.15311,653.2614662,0.24466,0.20943
RSM0751,1378.88,4.04117,2.88043,3.98198,1.42843,60.6751,42.4767752,0.11312,0.0791916
RSM0138,933.337,6.03251,4.9946,5.9659,1.6794,1188.31,707.5800881,0.40204,0.239396
RSM3845,22709.1,12.52913,11.45257,12.52913,0.578749,1984.49,3428.930331,0.70794,1.22322
RSM2241,2767.43,5.34756,3.50411,5.30221,1.22931,850.721,692.0313021,0.31214,0.253914
RSM1750,5645.69,6.34991,4.99732,6.34991,1.15815,1861.37,1607.192505,0.51306,0.443001
RSM1765,5398.95,5.94588,4.33133,5.94588,1.22585,1629.23,1329.061468,0.47796,0.389901
RSM3328,3385.3,4.24436,2.58254,3.23509,1.42531,60.1018,42.16752847,0.05636,0.0395423
RSM1343,2851.29,13.12266,12.88152,13.12266,1.5741,1299.88,825.7925164,0.57732,0.366761
RSM3904,17730.4,16.03481,3.9849,16.03054,0.771409,1468.28,1903.374215,0.53458,0.692992
RSM2581,3213.91,7.12956,3.30498,7.12956,1.38608,395.338,285.2201893,0.16638,0.120036
RSM4555,29093.4,6.09623,3.46864,4.58597,0.972297,460.194,473.305996,0.17936,0.18447
RSM0687,1307.94,5.15523,4.10902,5.14793,1.47553,696.429,471.9856594,0.31028,0.210284
RSM3470,4644.98,6.1178,3.53855,6.08833,1.24225,785.701,632.4821896,0.29932,0.24095
RSM1543,7708.2,8.86151,4.15241,8.86151,0.875522,1937.27,2212.702822,0.5981,0.683136
RSM1489,7785.92,8.85655,4.22407,8.85397,1.08196,1955.12,1807.016895,0.60202,0.556416
RSM3645,4160.58,5.01316,2.44331,5.01316,1.39973,168.643,120.4825216,0.07994,0.0571108
RSM1803,2175.14,3.82973,3.39571,3.81953,2.12438,3.0263,1.424556812,0.0,0.0
RSM1184,4575.69,7.10434,4.41446,7.10434,0.83655,2091.94,2500.675393,0.55618,0.664849
RSM1165,4565.73,7.12232,4.94837,7.12232,0.851796,2275.22,2671.085565,0.57554,0.675678
RSM4103,10084.9,13.45228,4.98216,13.26571,0.776126,1731.03,2230.346619,0.6015,0.775003
RSM2683,7773.34,7.56745,6.68911,7.56745,1.07613,1449.59,1347.039856,0.39698,0.368895
RSM0925,1344.92,4.98803,2.84048,4.98788,1.64979,386.201,234.0910055,0.20614,0.124949
RSM1734,2480.58,5.71546,4.10727,5.46236,1.11201,1036.6383,932.2203038,0.32902,0.2958787
RSM1388,6864.83,9.09863,5.59872,6.09599,0.664973,2846.56,4280.715157,0.6904,1.03824
RSM1911,2046.6,5.86925,5.28522,5.86925,1.2305,727.867,591.5213328,0.27092,0.22017
RSM1018,2259.83,7.6924,7.0244,7.69239,0.745846,1989.93,2668.017258,0.60542,0.811722
RSM0916,3649.18,5.90297,3.81726,5.88597,1.72086,749.795,435.7094708,0.2226,0.129354
RSM3716,12504.9,15.82314,6.52553,15.81027,0.498918,2302.1,4614.185097,0.78226,1.56791
RSM2721,3441.97,9.49894,7.59757,9.49439,1.33539,913.3563,683.9622133,0.33474,0.2506678
RSM3382,8849.44,11.60468,9.32321,11.60468,0.548188,2268.1481,4137.53694,0.72328,1.31940106
RSM1788,2765.11,7.10231,5.27516,7.10043,0.883179,1853.79,2098.996919,0.52292,0.592088
RSM1794,2821.74,7.23193,5.49922,7.23193,0.857312,1897.89,2213.76815,0.53484,0.623857
RSM3249,3941.14,5.99531,3.70069,5.98992,1.19863,844.59,704.629452,0.30206,0.252005
RSM1007,1683.85,4.9876,4.51456,4.96943,1.17458,1338.61,1139.649917,0.45494,0.387321
RSM3842,11481.5,5.2858,4.45812,5.28563,1.33637,1505.21,1126.342256,0.39904,0.298599
RSM3206,3755.11,7.34019,4.77821,7.34019,1.20148,1089.84,907.0812664,0.31402,0.26136
RSM1166,1638.6,4.68942,3.81829,4.68942,1.2394,593.041,478.4903986,0.26734,0.215701
RSM2905,3274.72,4.50943,3.7344,4.50943,1.24034,489.482,394.6353419,0.24292,0.1958498
RSM1338,1889.62,5.41485,4.53855,5.40953,1.12052,1184.54,1057.134188,0.3775,0.336898
RSM0938,1413.34,4.88877,3.9894,4.88281,1.93052,561.318,290.7600025,0.23726,0.122899
RSM3514,8598.75,10.30187,9.48231,10.30187,0.81249,1768.36,2176.469864,0.66292,0.815911
